transaction_id,timestamp,amount,currency,sender_account,receiver_account,sender_country,sender_municipality,receiver_country,receiver_municipality,is_in_customer_db,is_flagged,transaction_type,notes
a1e5940c-e22b-4b70-b06e-3f588d16cb01,2023-09-22 23:09:08,23024.8,GBP,GB82QNVK94758246151135,GB53GCEX02010615984623,Cocos (Keeling) Islands,Youngport,Mongolia,East Meganshire,True,False,payment,Several personal they fish.
1a0abe60-c048-4d20-9f7a-ce095810dad7,2023-10-21 14:04:40,32002.71,USD,GB09LUSF48504383623636,GB08UKBC01436414710211,South Africa,Hendersonfurt,Montserrat,Lake Lindaport,True,True,payment,
a47b8af0-e5fa-42b9-8a14-7f6a1c371b11,2023-11-13 07:19:07,22325.52,SEK,GB98ECFZ00509216439833,GB49DBUU32944513292128,Holy See (Vatican City State),New Loriland,Nepal,East Jennifer,True,True,withdrawal,
d96ddd7a-88a1-4df4-a7db-aaf2685ecc1e,2023-09-24 17:19:33,13607.39,GBP,GB21HWLN21302378373683,GB08BXKD21809213871131,Norway,New Elizabethtown,India,Port Kari,True,False,withdrawal,
2909b9c8-4bbd-404a-b031-a46a1fd7414e,2023-03-31 13:44:42,8333.96,SEK,GB98IJCH57055462528743,GB08YPUM97508527638103,Georgia,Jamiechester,Kyrgyz Republic,Sarahmouth,True,False,withdrawal,
7625f8db-4312-4a1a-9c5c-ef55ffb16dec,2023-02-05 13:40:20,44279.01,SEK,GB63DQHY47132851571058,GB44QUKE92117028166784,Equatorial Guinea,Jeffreyborough,Saint Barthelemy,Greenfort,True,False,transfer,
fb696556-651f-4c7f-acf5-d98980322b07,2023-06-22 11:10:50,4580.09,USD,GB73HKKH25749285342878,GB42LFAR02499125672511,Somalia,Savannahport,Puerto Rico,Amyberg,True,False,transfer,
473405b9-63fc-413e-8c0e-4f662996a983,2023-11-13 23:15:54,25350.71,GBP,GB38ZRMM45176872010523,GB27PIYD42860979033714,Solomon Islands,South Ashleyfurt,Switzerland,Port Ashlee,True,False,transfer,
bf9bcb43-5a08-419f-add5-1af7e6fd2cae,2023-02-03 14:09:54,25773.52,EUR,GB36GXAW33750605239315,GB86NDDX85586207784824,Guam,East Tina,Australia,South Jocelynchester,True,False,withdrawal,
f9eebfba-db63-4ff7-8358-01c067968baa,2023-06-10 19:30:24,19048.58,EUR,GB83BGGG55032305029832,GB82KHBV47506273216885,Cote d'Ivoire,Lake Jonathan,Aruba,East Kathryntown,True,True,payment,
f9eba419-98e9-4f7e-a4bf-f1ae9739d685,2023-04-24 10:36:28,5908.45,EUR,GB93AMVB18509892958124,GB45QRYF64423527188061,Nauru,New Loristad,Montserrat,Serranoport,True,False,withdrawal,
384bea95-cf3d-4538-a415-9cbd867573f8,2023-06-13 13:44:57,43941.09,EUR,GB66AOUJ44256823274655,GB76LGOZ51855906726833,Latvia,Cookborough,French Guiana,Lake Jamesfort,False,True,payment,
6ea852c5-c1a1-4163-a9b0-a6595422c779,2023-11-03 06:35:40,34032.81,EUR,GB66NJBU29039281861175,GB47CQBE01794926577196,Dominica,Nelsonshire,Antigua and Barbuda,East Aprilshire,True,False,transfer,
3211d518-e45a-4e09-a2ef-cd120c29151c,2023-07-07 07:34:39,25613.83,USD,GB23HOLD79850729728485,GB92JDWZ01941717350610,Denmark,East Michele,Tunisia,Lake Ashleyside,True,True,withdrawal,
44acd513-e4d7-49a1-88b0-1e05dfe8ab05,2023-09-06 20:40:22,32395.27,USD,GB77QGTG99179189217973,GB90FDJH74914424139433,Poland,Lake Nathaniel,Brunei Darussalam,South Daniel,True,False,withdrawal,
bb582811-383f-4288-9bc2-f6d4ae180336,2023-06-11 12:33:38,20884.75,USD,GB08WCYZ44547036046606,GB43HBHA09719713419624,Swaziland,Glenborough,Palau,South Kellyberg,True,True,withdrawal,
599d962a-0b10-482e-9584-23a5b28a35b6,2023-02-06 14:09:19,12375.72,USD,GB42XFHW53628643653021,GB58GCLX09258044937772,Guernsey,Nelsonshire,Morocco,Whiteshire,True,False,transfer,
4bf8ae01-fc11-4c70-8bf4-01abb67e979b,2023-09-15 22:50:04,8109.46,SEK,GB89SZCH65926499111812,GB17BKMR66879006124543,,Angelaborough,Samoa,Lake Leslieton,True,False,transfer,
b1a80e0a-8e66-4567-a057-f137b7f47cd8,2023-07-12 12:48:26,24690.28,USD,GB87UMEX01674262993451,GB34PVVI50081217343725,Cape Verde,South Jeff,French Southern Territories,Port Colleenbury,False,True,deposit,
ff904e34-b601-4430-be25-1337bfd2eef1,2023-02-11 18:40:26,35354.35,EUR,GB86PUCA63205357824326,GB86PWPY66831475600734,Germany,Mckaychester,Haiti,Port Jenniferburgh,True,False,payment,Let economic program almost involve friend second player.
4165d7c8-82d5-4090-a2ff-92348da25396,2023-02-02 09:00:01,31968.72,EUR,GB78UNQV68131111041687,GB98RURB70502173908002,Holy See (Vatican City State),Hunterberg,Afghanistan,Lake Julie,True,True,payment,
ac0bf0cc-30a1-40ed-8883-42c5753063f8,2023-12-13 00:29:15,32238.5,SEK,GB57XISZ44330585380163,GB90FDJH74914424139433,South Georgia and the South Sandwich Islands,Olsonmouth,Armenia,North Ryanland,True,True,payment,
64a00c1e-a842-4a8b-9685-c5081c4b2d5e,2023-08-11 09:11:22,42486.55,GBP,GB55UHJP25005576116418,GB24YVSU18337693839173,Norfolk Island,Patriciaport,Djibouti,West Susan,True,False,withdrawal,
09841ccf-16f7-4be6-9ec6-c7ba8511f41a,2023-08-17 18:27:57,35578.59,SEK,GB55EJLS77252059765039,GB44BHGO98511031687992,Portugal,West Bianca,Gibraltar,Port Philip,True,True,transfer,Visit letter success side however.
a8069ab9-5090-4b10-8b64-ae89b7278dd3,2023-04-25 09:43:57,6697.5,GBP,GB43ARNG88136566660962,GB45UEXY00407986972501,Liechtenstein,Lake James,Mali,Kruegerberg,True,False,payment,
0f481551-0c9a-4870-8808-754b7c2080d6,2023-08-24 17:21:44,28924.0,EUR,GB41QDGL41502375106609,GB05WKIH93008360819091,United States of America,West Christopher,Costa Rica,South Judith,True,True,withdrawal,
fb0056e8-dea6-43f2-a95e-4f94ac329b99,2023-12-28 12:28:05,30376.4,SEK,GB46OHTN33893452444571,GB42EFID68842148189369,Niger,Jonesmouth,Samoa,Lake Danielchester,True,False,transfer,
cfe63530-4622-448e-92f5-03134953fbb5,2023-03-01 14:24:04,44633.56,EUR,GB46QMGS87890293027758,GB23WWCU55712496508434,Gabon,Judybury,Iran,Spencerchester,True,True,deposit,
92092c50-e2b0-48df-8e63-e153ef1a5719,2023-11-25 06:31:13,41827.06,USD,GB58JEHB52304971761151,GB21IPPT72313106457918,Swaziland,Port Brooke,Guinea-Bissau,South Susanborough,True,False,withdrawal,Him impact stay forget start.
38b6e70f-99d3-4abf-a472-13736717d6f6,2023-02-13 19:24:36,15181.16,GBP,GB46QIJE17235137498644,GB93ZDEB78084192109005,Netherlands,Lake Christinashire,Germany,New Tylerview,True,False,transfer,
b43f3f66-dcbd-4f45-8fab-7e1f2e88b5e6,2023-12-09 22:38:17,28273.14,EUR,GB47CYQI25736813439388,GB10WECR68518429907445,Colombia,Hernandezton,Mexico,Jennifermouth,True,False,deposit,By evidence control.
eebbe174-e4d5-4660-af1a-b51fd7a4b283,2023-03-26 10:29:16,14343.55,GBP,GB66ULMO59822743901685,GB93BIQM57358656473281,Cape Verde,Schwartzstad,Congo,Jamesmouth,True,True,transfer,
670be1a8-a378-4e7e-942f-4faf6a4cc21f,2023-07-04 16:55:59,42925.64,SEK,GB76AJSC20441202714474,GB36MNEG61644103217519,Finland,Brownberg,Saudi Arabia,North Marissachester,True,True,deposit,Change leg material single fear physical prevent spring become next.
f92d3a65-c7f2-4023-a1de-432752f536c8,2023-12-25 10:41:24,43347.23,EUR,GB76ZNDQ58677708170624,GB73LDRX91111876805209,Australia,Garrettmouth,North Macedonia,South Desiree,True,False,payment,Reality all southern night project half bank summer water behind.
f7be6109-5012-442d-bcb3-2fdbffcb05c6,2023-04-16 10:00:58,16248.95,SEK,GB78FLYQ41682446855253,GB08BXKD21809213871131,Israel,New Jeremy,Belgium,Hoganstad,True,False,transfer,
707294ef-57b0-459d-a1af-baeff8dd6ff7,2023-05-11 12:53:34,22890.96,SEK,GB42MYRP15758387092706,GB68HPTY73599973321793,Gambia,Port Frank,Papua New Guinea,East Loriside,True,True,transfer,
c8ce1a15-708c-4f26-9bfd-c06e2b92c5a4,2023-10-13 03:30:47,8453.53,USD,GB28WLWR69799842418709,GB02QFYB37410213596048,Equatorial Guinea,North Marybury,Tajikistan,Port Bethanystad,True,False,transfer,
dcf75a92-d336-47a2-99ea-9f109283827d,2023-03-26 21:48:54,26030.54,EUR,GB13QSUC00035351609157,GB45RHHF12341770701113,Gibraltar,Robinchester,Estonia,Carrillotown,False,True,payment,
4dad2175-8b28-4853-ada5-9909de71dd3d,2023-11-28 22:58:47,45226.18,SEK,GB05BURX86434058893731,GB05DXBW75884440379740,Ukraine,North Mariofurt,Grenada,West Kyle,True,True,withdrawal,
d0aca8c4-9438-450c-9c99-82721dc8e238,2023-07-14 17:57:21,29114.36,GBP,GB81CYOX67373337437919,GB54CPZF47994602973839,Croatia,North Samuelfurt,Falkland Islands (Malvinas),Wiseview,True,False,transfer,
d396762d-dc02-4a31-b0a9-22040d0e4566,2023-08-31 20:05:02,14751.27,GBP,GB05ZMXH86486801319214,GB42HOIK05555047599955,United Kingdom,Wilsonborough,Trinidad and Tobago,New Anthony,True,True,deposit,
1c80eb0d-6e8f-4ff0-8b50-3a4be9e1ea70,2023-08-24 07:13:28,12485.12,USD,GB74VDZY39519137318184,GB44VRTO13312166082077,Australia,Ortegahaven,Taiwan,Lake Marco,True,False,transfer,
e831be24-5e9e-4d6d-9ce9-73847009e1cf,2023-04-26 15:37:13,25311.97,GBP,GB45XINR40758123110448,GB76LQFC20337035885732,Greenland,West Jonathanville,Gibraltar,East Kevin,True,False,withdrawal,
bbee11f1-6411-4244-b1e6-3955a86699b8,2023-06-24 16:18:49,17473.5,SEK,GB74HXHL64046513169099,GB46EERG20382659029855,British Indian Ocean Territory (Chagos Archipelago),Andreaville,Qatar,New Denise,False,True,withdrawal,
588a8e06-a5bd-46d3-bc8b-3839debbb0ad,2023-10-22 23:37:26,31703.03,GBP,GB07XWFP06022183402730,GB11VECQ86716853342266,Isle of Man,New Richardchester,Macao,New Alison,True,True,deposit,
8cb71166-f4ca-41da-b2e6-f715e96b35ef,2023-12-03 06:54:18,744.27,SEK,GB37DZRB65826693449050,GB47KVDF32347978089945,Sao Tome and Principe,Diazside,Barbados,Martinezton,True,False,withdrawal,
c44ee316-2b14-4cc2-a0dd-ce22f1379635,2023-09-25 22:17:03,22271.74,GBP,GB45FXWC81528840608459,GB44DTIP64760386898879,Georgia,West Danielview,Uzbekistan,Port William,False,True,payment,
d81c2229-358d-423d-8072-fb303fe41cf6,2023-04-17 05:31:38,15389.26,USD,GB37RJFQ72646983577127,GB88XHPM61927619562300,Germany,Williambury,Uruguay,New Dennisville,True,False,payment,Popular wind fish film speech far goal.
80e01822-9bbb-4d0c-bc61-0add85295b0c,2023-08-26 06:30:25,1692.61,EUR,GB92EXIJ15459785946181,GB09PRGA87209067730666,Angola,East Kristen,Vietnam,North Kevin,True,False,payment,
4f62beae-e27f-4da1-9ee3-c6a1fbcae169,2023-02-04 21:11:33,2687.6,EUR,GB07EIRO92714610242416,GB32LDBE74948185756218,South Georgia and the South Sandwich Islands,Wolfburgh,Lithuania,Bradleyfurt,True,False,transfer,
7f3d501f-2c86-41ee-a257-d625bdd2f7cd,2023-07-04 14:35:57,10914.93,EUR,GB50XMAE72006704727871,GB22GSGB15836739261592,Denmark,Port Jennifertown,Armenia,Stephanieville,True,True,transfer,
13d50d35-a0f5-418d-8fdd-e7f0d900f49b,2023-01-12 23:46:27,1858.34,USD,GB19JWLU81306876177849,GB96ACRS81458268703303,Syrian Arab Republic,South Markshire,Palau,Lake Jenniferville,True,False,deposit,Blood read industry.
c85e99fb-8965-4d31-b01b-d43f4a39e2d1,2023-12-10 15:45:13,26577.91,USD,GB98IJCH57055462528743,GB60LQDD10429941633476,Peru,New Tina,French Polynesia,Brentville,True,False,transfer,
2e6ebb3b-17c0-4e2a-83c1-aa1aa03fd723,2023-11-02 21:44:24,11294.1,USD,GB30SEZC96816338703574,GB82OYJO30042408557251,Algeria,Campbellburgh,Cote d'Ivoire,Michellefurt,True,True,withdrawal,
105887a2-e0f3-4748-ac91-b5bcda834bf5,2023-05-06 12:14:40,40954.7,GBP,GB13EUJZ63557478881617,GB49DZCK14693375188495,Nepal,Port Jeffreyton,New Zealand,South Nicole,True,False,deposit,
896e9447-ed6c-4219-bb99-ac0db934e85b,2023-09-07 22:02:49,9307.81,EUR,GB31EVXC47913374213265,GB40VPCE49518965296131,Greenland,North Amy,Christmas Island,Weavermouth,True,False,payment,
c897defa-d4e0-47c4-8a7f-e12a5dc60e3d,2023-05-01 10:33:02,6537.8,GBP,GB32DMTR83433153881924,GB94DIPF35742419084843,Morocco,North Beverlyburgh,Lao People's Democratic Republic,Johnsonport,True,False,withdrawal,
401d7d73-c471-4dd5-b6e1-630433eb8ef0,2023-03-18 16:56:00,27691.32,GBP,GB07ENAX64023670918050,GB36FOZG22362178397648,Zambia,West Joseph,Turkmenistan,Aaronstad,False,True,transfer,
6f63f135-53bd-49f9-bd8f-e33d03a75f44,2023-06-17 14:15:59,27360.59,EUR,GB39TPIE63653838127125,GB50GBWB37770864150156,Aruba,Jamiestad,Guernsey,North Sharon,True,False,deposit,
9fa08209-eaa6-4032-9141-76fa99853d84,2023-02-06 21:27:52,1324.67,EUR,GB35YCFQ04395934396532,GB55XEYM15562323531664,Palestinian Territory,Wilsonfort,Norfolk Island,Sarahmouth,True,False,deposit,
24df5e3f-cd64-4af1-87f2-2d6f639a8acb,2023-03-01 09:11:10,2507.53,GBP,GB67IHCA39329696885268,GB47CQBE01794926577196,Mauritania,Scottfort,Poland,Bensonburgh,True,False,deposit,
902dcd8e-72e5-4fa5-9f7f-1696c2308065,2023-11-04 10:48:37,11918.39,EUR,GB08IQVA22202384812292,GB12BUIM81007957534877,Australia,Denisemouth,Senegal,Robertomouth,True,False,transfer,
4d4934b7-d5b4-4f6b-92af-d0dc4e0a89e5,2023-07-13 12:04:05,49245.71,EUR,GB56YJTZ73648485459538,GB53CUQZ25675258930900,Seychelles,Thompsonmouth,Falkland Islands (Malvinas),Michellefort,True,True,payment,
70d8f882-adf6-4c3e-bcd2-635cfff9433a,2023-11-19 17:09:47,22547.52,EUR,GB93MHTE92745631855496,GB70YPYG97610602796852,Andorra,North Katrina,Peru,Kennethtown,False,True,payment,
e4ccdc6f-3589-4ed9-8e0c-04b92a69bcb5,2023-07-20 14:08:41,48933.35,GBP,GB68QJFV12001159355544,GB81IIQJ00257374695496,Iraq,South John,Botswana,East Jonathan,True,False,deposit,
7be9138e-1da5-410b-89f5-9319a471f998,2024-03-03 11:07:56,23413.4,GBP,GB93FNHB94733159293442,GB98FOAM92327270469600,Guam,Velasquezhaven,Heard Island and McDonald Islands,Port Anthonytown,True,True,deposit,
9db3bd14-cef6-4321-85af-1ed2588e549b,2023-07-31 18:23:52,9254.3,EUR,GB62VVPB52038537600573,GB93OUKZ37192321016186,Cocos (Keeling) Islands,West Ellenburgh,Italy,Lake Krista,True,False,deposit,
6e2d1a73-00a3-415a-be87-92b8234ccf49,2023-07-16 15:17:18,38291.12,EUR,GB54XHFJ80831778129771,GB64OHMA98921499361620,Azerbaijan,West Kristina,United Kingdom,New Barbaraville,True,False,withdrawal,
6b859404-e024-4981-bffe-1e6b6e8f2ddd,2023-12-16 18:58:31,6831.39,USD,GB03OMHZ78814674963347,GB80CAJX09669400247897,Tuvalu,Penafort,Lao People's Democratic Republic,Port Jennifer,True,False,payment,Bed for however none goal president moment arm.
84754c94-a60b-427a-ab0b-e9259ff73f0a,2023-01-29 15:15:50,22051.18,USD,GB93BRTA81328868261192,GB88RZKS37153171914438,Tunisia,Terriborough,Tanzania,Sonyachester,True,True,deposit,
77b24520-8dbf-4a98-aeab-581d790b3a85,2023-01-29 15:03:21,10330.01,SEK,GB50PRPM32032559363281,GB36GXAW33750605239315,Comoros,West Crystal,Cote d'Ivoire,North Roy,True,True,payment,Radio shoulder.
78998aca-7871-42c2-b462-cde5497b5013,2023-02-04 22:57:02,31072.49,GBP,GB20ESAU64369345651380,GB18HLMB46213137260480,Algeria,Port Ryan,Guyana,New Paulbury,True,True,withdrawal,
0b8fc13a-debe-4f00-bb99-b26a9b149342,2023-12-02 18:55:20,18199.18,SEK,GB26SRFU32518718029660,GB54VZMX11668184674805,Norway,South Andreamouth,Ireland,West Erinmouth,False,True,transfer,
a984a8f0-18d6-43ad-b005-5c87c21ee076,2023-10-24 16:13:02,22803.58,GBP,GB46CUXP52424893667700,GB43EPAZ90709697899331,Cuba,South Lori,Micronesia,East Jenniferton,True,False,transfer,
fa09cfd0-505b-48e8-951d-b5f7c61e0b25,2023-06-07 21:05:17,14922.08,EUR,GB02DKND47682078424185,GB44QUKE92117028166784,Georgia,Millermouth,Australia,Isaacmouth,True,True,withdrawal,Region stock situation method imagine nor whose gun local stock relationship.
c5c27982-4eb7-484e-9fbb-33b7b6f72e12,2023-05-31 10:25:23,21378.32,GBP,GB74THIT23365596137948,GB43RVGY73529871526739,Wallis and Futuna,Port Matthewside,Cuba,Glassstad,True,True,deposit,
762e4ae8-2e6e-418a-80c9-f2b6738f5135,2023-12-01 20:19:34,899.29,GBP,GB25GQTI10087397441280,GB85KUDS18387505565984,Argentina,Farrellmouth,Falkland Islands (Malvinas),Charleston,True,False,deposit,
89376ef4-2039-444d-ab78-c03f00b39bd0,2023-11-24 20:58:06,26065.25,USD,GB22NQXY95605172646846,GB52OKNJ41442953069536,Nauru,Mitchellland,British Virgin Islands,Lake Sarahbury,True,True,withdrawal,Accept challenge technology section.
93cc1076-ce0b-444b-a6e7-296c1057b164,2023-02-25 22:45:02,42059.8,USD,GB52KURE66445031411627,GB26YVOP47284572215194,Barbados,Emilyshire,Togo,Parkerchester,False,True,transfer,
14d97cfa-05fb-45fb-9286-df01784acb07,2023-07-11 20:21:32,43460.99,EUR,GB16JMAS07405415523229,GB03WBDA74589918298829,Equatorial Guinea,West Kyleland,Syrian Arab Republic,Hallberg,True,True,payment,
14fc4fe3-756f-4da3-9288-3ffa64b88963,2023-04-22 14:48:58,28536.85,GBP,GB55XEYM15562323531664,GB91KCCA79739206803176,Finland,Port Meghanstad,Vietnam,Smithstad,True,True,deposit,Use every personal himself author discussion color nice reveal human bag million.
4e8fc7ce-6bae-4aea-a21c-0bca635ef233,2023-02-09 21:17:36,23546.31,EUR,GB70TPSI55988652075826,GB03CZEX95269320964697,Macao,West Cassandramouth,Macao,Wrighttown,True,True,payment,
5cd96d41-bb11-46f0-97c3-ee095afc8a88,2023-07-09 15:38:59,42761.48,USD,GB88RZKS37153171914438,GB69TPYS45430409769887,Gibraltar,New Carrie,Somalia,Sweeneyhaven,True,True,transfer,
8bf8d8ce-5821-4036-ab2e-8bb91a1f9aaa,2023-11-30 09:17:37,6712.16,USD,GB70TPSI55988652075826,GB80QIXH93529452254611,Cuba,Patriciaside,Bouvet Island (Bouvetoya),North Michael,True,False,deposit,
c802fb3f-3b65-42dd-8a89-d7486e1ccd09,2023-04-10 06:19:40,34282.73,EUR,GB86ZZRD96054780492182,GB36IUKS63561121571787,Moldova,North Stacey,Burkina Faso,Alexisfurt,True,True,payment,
1f646ab0-57f5-4af2-abdc-d75a8e03a849,2023-01-21 14:06:32,9304.64,GBP,GB92JDWZ01941717350610,GB25VDJR21568610726514,Taiwan,West Melissa,Hong Kong,South Lindahaven,True,False,withdrawal,
6a367b09-8e9d-443d-b185-f07605bebcef,2023-11-20 10:30:17,39802.64,GBP,GB77JVER25821878290084,GB48IMQF28603357069134,Saint Barthelemy,West Curtisfort,Argentina,Nicoleview,True,False,payment,
4e5d9e19-2845-4ca9-970c-4eb2ee2a42c8,2023-02-27 09:52:03,17142.44,SEK,GB69IBNI83815360054582,GB66NJBU29039281861175,Bolivia,North Pamelafurt,Singapore,Lindaton,True,False,deposit,
acf24fdc-517e-4272-81e9-6ae85636ac1d,2023-12-16 06:12:39,48449.29,EUR,GB35TYHX15088353521966,GB03CIGB29969651900761,Iraq,Davidsonstad,Mali,South Matthewburgh,False,True,payment,
277fda10-2b03-4f01-a5c3-3c2662ed57a9,2023-06-10 23:46:24,6084.93,EUR,GB88NNCB77920402310289,GB91KTLU55175827081295,Mayotte,Johnport,China,Monicaport,True,False,transfer,End decision poor home mention office marriage point do.
59ef72a5-8228-41d2-94ed-9dba877b0ad1,2023-01-04 07:23:57,30963.24,EUR,GB25JMVM88853278561984,GB29QXBM74734402077284,Liberia,Jenniferstad,Tunisia,Port Jamesborough,True,True,deposit,
8cac68f9-6b6e-4cfb-a623-246c514bccaf,2023-02-05 11:11:05,8236.27,EUR,GB72OYBX00479136589460,GB88CNLV53905917383027,Finland,Smithtown,Rwanda,East Jessica,False,False,payment,
7c9fae9f-765d-47b6-a87e-70e184f1ed8f,2023-01-26 15:24:48,42685.41,GBP,GB60CZEH88678692510724,GB20PVTB78404655256438,Canada,Fullertown,Yemen,Brownhaven,True,False,payment,
51094436-c533-4727-8645-4ca384e2b4a3,2023-11-23 09:32:40,6551.12,GBP,GB81IIQJ00257374695496,GB35PLXX31997140605593,Nepal,Port Erika,Saint Lucia,Lake Dianeville,True,False,transfer,Popular happy certain music sport become past step.
6139def0-9511-4753-afc2-4b987c447d98,2023-10-31 17:08:52,16120.3,EUR,GB29RBLJ48924959873988,GB85ELJG22396277598163,Saint Kitts and Nevis,South Lisa,Qatar,Josephhaven,True,True,deposit,
e77da3de-af66-4513-b690-01bd4c400441,2023-03-18 16:18:28,15919.57,GBP,GB70PPCE60610467948519,GB28MTIA78539661224059,Austria,Herrerashire,Palau,Lake Cynthia,True,False,transfer,
346ba172-a636-4974-a830-5e3320869521,2023-06-08 15:24:45,3881.36,SEK,GB29SJYU20746123589692,GB67EFBK25407866627110,Gabon,Morsemouth,Bulgaria,Melissafurt,True,False,transfer,
66417190-8e73-47ea-ac34-d1665ac3571b,2023-05-31 14:16:48,8891.12,SEK,GB03JCNC97682964443177,GB25JVFO00679049579247,Armenia,Port Karatown,Palestinian Territory,Darrellside,True,False,transfer,
f382c3e2-40d0-4a96-8ea3-18e8b3f61a00,2023-01-01 12:12:45,233.08,USD,GB34UMUO10434772136655,GB82LXTA67927404960215,Slovenia,Randallmouth,Serbia,Sandramouth,True,False,transfer,Customer peace cultural prove analysis culture space fund bed western war.
67fd0091-8fee-4499-a444-e2085458d8b0,2023-04-01 21:47:39,11522.93,EUR,GB10TENR26019356781937,GB13JRMW94832141527678,Guam,Anthonystad,Czech Republic,South Christine,False,True,payment,
24486da3-734d-4d1d-8d25-2176ad767a05,2023-04-12 06:54:09,10558.28,EUR,GB38UUTR80524891624290,GB56CGWK19150261690818,Central African Republic,Russellburgh,Cyprus,South Parker,True,True,transfer,
aaf183b4-a321-42d8-b491-9567d6c5e91e,2023-11-28 15:16:34,20693.12,USD,GB86ZZRD96054780492182,GB20VNJQ34034380477592,Timor-Leste,Andersonberg,Liechtenstein,Smithview,True,True,payment,
4065cb97-3255-4062-91b8-a69f4983f8e4,2023-02-17 07:05:42,29255.36,SEK,GB73HKKH25749285342878,GB49KRGW33365459270533,Kyrgyz Republic,Johnsburgh,Ukraine,Port Kimberlyfort,True,False,deposit,
4ba1fadd-0862-48ef-a4f9-cf35d41edca8,2023-07-18 20:57:37,43382.41,USD,GB74THIT23365596137948,GB79IHVA19981205999929,Iceland,South Brookeberg,Puerto Rico,Garystad,True,True,transfer,
0571b242-02d4-422a-9718-ceddd1bda607,2023-08-16 09:18:35,16402.55,GBP,GB45KAYV82132100731547,GB88AATF53969457567004,Korea,South Richard,Taiwan,Gonzalezchester,True,True,payment,
52a42b50-4839-4cae-b43a-666bd2285b19,2023-07-27 12:36:43,8819.98,SEK,GB18HJUV06197983040536,GB25VFML70594171362992,Solomon Islands,Toddville,Malta,South Susanbury,True,False,payment,
555bea66-b666-4b98-8a70-22334e70b83d,2023-07-12 06:47:04,41780.21,USD,GB88MSNM38895370879766,GB41GRCZ34189061927162,Jordan,Davidland,Haiti,South Victoriahaven,True,True,withdrawal,
aa21d96d-8dd9-4374-93eb-a6aafff10f3c,2023-05-17 16:22:36,14308.55,USD,GB45XTBN15405626470936,GB65FWYQ84496222635907,Liberia,Coffeyshire,Turkmenistan,Jamesfort,True,True,withdrawal,
67003a23-c110-4ac7-b861-454ffd273858,2023-07-23 17:01:03,9666.03,USD,GB93DMRQ57684368694431,GB02VXKP30736671880925,Kazakhstan,Jasonport,Senegal,Lake James,True,False,payment,
f4437ca9-44ef-4f9f-96fd-86bea96dbf82,2023-11-08 15:53:02,23587.09,GBP,GB36KESW74610643024390,GB42MSCM68383836906233,Micronesia,Rochaborough,Chile,Cynthiaview,True,True,payment,
d9b7e69f-6a1f-4037-a146-e2e33eb9cbed,2023-02-09 10:07:18,29038.83,EUR,GB37FCCR01507028284475,GB95TGIT22169035344014,Dominica,Lake Johnnystad,Kenya,Port Jamesside,True,False,withdrawal,
a1e74444-3727-4d3e-a6ab-a1084899b7bd,2023-11-03 07:57:34,47880.13,USD,GB98IVXD29048635522000,GB75XTWZ56086988056394,Iceland,Lisashire,Albania,West Rebecca,True,True,payment,
cb0aa7d2-3ffe-49be-ba8d-56ba536a2573,2023-10-03 13:05:15,12802.37,USD,GB58GCLX09258044937772,GB73GMEB35734532148624,Russian Federation,Jenniferberg,Comoros,Wilsonstad,True,True,transfer,
571f137a-a7f2-4d76-be3a-e3277e98b120,2023-07-15 08:38:25,6364.54,GBP,GB40PJFC24962709767523,GB90GJWG25215774683198,Haiti,Port Stephen,India,Timothymouth,True,False,deposit,
3125d930-4816-4a5d-8ccc-9fe6523d65e4,2023-07-16 20:49:41,31149.34,SEK,GB96YOVO07009033860200,GB67PLOF66522207491856,Liechtenstein,Kevinside,Reunion,Port Marktown,False,True,transfer,
af02eb5d-c20b-49af-a49a-03098d20cfc8,2023-04-17 06:59:49,44813.28,GBP,GB42XFHW53628643653021,GB11DYZQ15086478137431,United Kingdom,New Haileymouth,Nauru,Kristyhaven,True,True,payment,Issue either wonder.
e80d474f-33b7-48dd-99d1-5ce94b5e8eb5,2023-04-11 20:43:21,43655.98,EUR,GB84KDJC06308365150391,GB73AQHK80101590465382,Tanzania,Joannebury,New Caledonia,Christopherstad,True,False,withdrawal,
b82ece30-6ae8-4b00-8c9c-caee7f938b19,2023-10-16 16:51:42,8110.34,USD,GB95FWZD99194538148682,GB35QHCI11315921338310,Liberia,South Anne,Burkina Faso,Henryton,True,False,withdrawal,
df964b44-982e-4739-bb9f-211b113b994e,2023-01-18 08:33:30,19620.37,USD,GB20VBPK66162977897303,GB84SQCK60388371843903,Bulgaria,Port Amanda,Marshall Islands,Petersonshire,True,True,deposit,
91b7a589-f795-4de0-8469-72b6041305cb,2023-01-11 06:25:47,21250.79,EUR,GB18IQLA33875601870159,GB76KOXA40778943781316,Saint Lucia,Tonyshire,Japan,Wendymouth,True,False,withdrawal,
c2172794-9408-4622-9714-71165533f3cb,2023-09-17 10:52:22,42771.73,USD,GB29KOOR21414374561218,GB92KYMJ71302738415519,Estonia,Robertsfurt,Trinidad and Tobago,Jonesbury,True,False,withdrawal,
092df1ad-13c5-4eed-8dc9-1f95e174165f,2023-11-30 15:15:30,1086.19,USD,GB25LEIA08933064511395,GB39UKML51272075592683,Cocos (Keeling) Islands,Lake Brenda,Guatemala,Sarashire,True,False,payment,Simply ok about watch civil physical always item like live game.
